,F1014anonym,F1014C1,F1014C2,F1014C3,F1014C4,F1014C5,F1014C6,F1014C7,F1014C8,F1014C9,F1014C10
5042,Lange Bearbeitungszeit und sehr stark eingeschränkte Nutzbarkeit / FörderungsvoraussetzuNichts,Lange Bearbeitungsdauer,unflexible Bedingungen,,,,,,,,
5043,Nichts,Nichts,,,,,,,,,
5044,Nichts,,,,,,,,,,
5045,Nichts,,,,,,,,,,
5046,Top,Nichts,,,,,,,,,
5047,Nichts,Nichts,,,,,,,,,
5048,Nichts,,,,,,,,,,
5049,Nichts,,,,,,,,,,
5050,Nichts,,,,,,,,,,
5051,Nichts,,,,,,,,,,
5052,Nichts,,,,,,,,,,
5053,Nichts,Nichts,,,,,,,,,
5054,Nichts,Nichts,,,,,,,,,
5055,Nichts,,,,,,,,,,
5056,"Das manche Förderprodukte keinen Mehrwert liefern, sondern nur Ärger und hohe NebenkostNichts",Kosten-/Nutzenverhältnis,,,,,,,,,
5057,Nichts,,,,,,,,,,
5058,Nichts,,,,,,,,,,
5059,Nichts,,,,,,,,,,
5060,Nichts,,,,,,,,,,
5061,Nichts,,,,,,,,,,
5062,Nichts,Nichts,,,,,,,,,
5063,Nichts,,,,,,,,,,
5064,Nichts,Nichts,,,,,,,,,
5065,Nichts,,,,,,,,,,
5066,Alles bestens,Nichts,,,,,,,,,
5067,Nichts,,,,,,,,,,
5069,Nichts,,,,,,,,,,
5070,der Formalismus in allen Schritten!,Aufwändige Beantragung,,,,,,,,,
5071,Nichts,,,,,,,,,,
5072,Nichts,,,,,,,,,,
5073,Nichts,,,,,,,,,,
5074,Nichts,,,,,,,,,,
5075,Nichts,,,,,,,,,,
5076,Nichts,Nichts,,,,,,,,,
5077,Nichts,,,,,,,,,,
5078,Nichts,Nichts,,,,,,,,,
5079,Nichts,,,,,,,,,,
5080,Nichts,,,,,,,,,,
5081,Nichts,,,,,,,,,,
5082,Nichts,,,,,,,,,,
5083,Nichts,,,,,,,,,,
5084,Jede persönliche Situation ist anders,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
5085,Nichts,,,,,,,,,,
5086,Nichts,,,,,,,,,,
5087,Nichts,Nichts,,,,,,,,,
5088,Nichts,,,,,,,,,,
5089,Nichts,Nichts,,,,,,,,,
5091,Die Länge dieser UmfraNichts.. -),,,,,,,,,,
5092,Nichts,Aufwändige Beantragung,Online-Verfahren,,,,,,,,
5093,Nichts,,,,,,,,,,
5094,Nichts,,,,,,,,,,
5095,Nichts,,,,,,,,,,
5096,Nichts,,,,,,,,,,
5097,Nichts,,,,,,,,,,
5098,Nichts,,,,,,,,,,
5099,TecNichts AusstattuNichts,Erreichbarkeit des Angebots (Serverausfall),,,,,,,,,
5100,Nichts,,,,,,,,,,
5101,Nichts,,,,,,,,,,
5102,Nichts,,,,,,,,,,
5103,Nichts,,,,,,,,,,
5104,Nichts,,,,,,,,,,
5105,Nichts,,,,,,,,,,
5106,Nichts,,,,,,,,,,
5107,Nichts,,,,,,,,,,
5108,Nichts,Nichts,,,,,,,,,
5109,Nichts,,,,,,,,,,
5110,Nichts,,,,,,,,,,
5111,Meine Bekannten haben keinen Bedarf,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
5112,"Die technischen Schwierigkeiten im Portal, daran wären Freundschaften zerbrochen!",Erreichbarkeit des Angebots (Serverausfall),,,,,,,,,
5113,Nichts,,,,,,,,,,
5115,Nichts,Nichts,,,,,,,,,
5116,Nichts,,,,,,,,,,
5117,Nichts,,,,,,,,,,
5118,Nichts,,,,,,,,,,
5119,Nichts,,,,,,,,,,
5120,Nichts,,,,,,,,,,
5121,Nichts,,,,,,,,,,
5122,Nichts,,,,,,,,,,
5123,Nichts,,,,,,,,,,
5125,Einiges ist schwer zu findNichtsNichtsa. die Bafa-Liste für förderfähige ElektroautNichts,Aufwändige Beantragung,,,,,,,,,
5126,Nichts,,,,,,,,,,
5127,Nichts,,,,,,,,,,
5128,Nichts,,,,,,,,,,
5129,Nichts,,,,,,,,,,
5130,Nichts,,,,,,,,,,
5131,Nichts,Nichts,,,,,,,,,
5132,Nichts,,,,,,,,,,
5133,Nichts,,,,,,,,,,
5134,Nichts,Nichts,,,,,,,,,
5135,Nichts,,,,,,,,,,
5138,Nichts,,,,,,,,,,
5139,Nichts,,,,,,,,,,
5140,Nichts,Nichts,,,,,,,,,
5141,Nichts,,,,,,,,,,
5142,Nichts,,,,,,,,,,
5143,Nichts,,,,,,,,,,
5144,Nichts,,,,,,,,,,
5145,Nichts,Nichts,,,,,,,,,
5146,Nichts,,,,,,,,,,
5147,Nichts,,,,,,,,,,
5148,Nichts,Nichts,,,,,,,,,
5149,Nichts,,,,,,,,,,
5150,Nichts,,,,,,,,,,
5152,Nichts,,,,,,,,,,
5153,Nichts,,,,,,,,,,
5154,Nichts,,,,,,,,,,
5155,Nichts,,,,,,,,,,
5156,Ich bin unzufrieden mit den Förderbedingungen !,unflexible Bedingungen,,,,,,,,,
5157,Nichts,,,,,,,,,,
5158,Nichts,,,,,,,,,,
5159,Nichts,,,,,,,,,,
5160,Nichts,,,,,,,,,,
5161,Nichts,,,,,,,,,,
5163,Nichts,,,,,,,,,,
5164,Nichts,Nichts,,,,,,,,,
5165,Nichts,,,,,,,,,,
5166,Nichts,,,,,,,,,,
5167,Nichts,,,,,,,,,,
5168,Nichts,Nichts,,,,,,,,,
5169,Nichts,Nichts,,,,,,,,,
5170,Nichts,Nichts,,,,,,,,,
5171,Nichts,Nichts,,,,,,,,,
5172,Nichts,,,,,,,,,,
5173,Nichts,Nichts,,,,,,,,,
5174,Nichts,,,,,,,,,,
5175,Nichts,,,,,,,,,,
5176,Nichts,,,,,,,,,,
5177,Nichts,,,,,,,,,,
5178,Nichts,,,,,,,,,,
5179,Nichts,,,,,,,,,,
5180,Nichts,,,,,,,,,,
5181,Nichts,Nichts,,,,,,,,,
5182,Nichts,,,,,,,,,,
5184,Nichts,,,,,,,,,,
5185,Nichts,Nichts,,,,,,,,,
5186,Nichts,,,,,,,,,,
5187,Nichts,,,,,,,,,,
5188,Nichts,Nichts,,,,,,,,,
5189,wenn man lieber bei der Bank vor Ort Kunde sein möchte,Sonstiges,,,,,,,,,
5190,Nichts,,,,,,,,,,
5191,Nichts,,,,,,,,,,
5192,Nichts,,,,,,,,,,
5193,Nichts,,,,,,,,,,
5194,Nichts,,,,,,,,,,
5195,Nichts,,,,,,,,,,
5196,Nichts,,,,,,,,,,
5197,Nichts,,,,,,,,,,
5198,Nichts,,,,,,,,,,
5199,Nichts,,,,,,,,,,
5200,Nichts,,,,,,,,,,
5201,Nichts,Nichts,,,,,,,,,
5202,Nichts,,,,,,,,,,
5203,Nichts,Nichts,,,,,,,,,
5204,Nichts,,,,,,,,,,
5205,Nichts,,,,,,,,,,
5206,Nichts,,,,,,,,,,
5207,Nichts,,,,,,,,,,
5208,Nichts,,,,,,,,,,
5209,Nichts,Nichts,,,,,,,,,
5210,Nichts,Nichts,,,,,,,,,
5211,Nichts,,,,,,,,,,
5212,Nichts,,,,,,,,,,
5213,Nichts,,,,,,,,,,
5214,Nichts,,,,,,,,,,
5215,Nichts,,,,,,,,,,
5216,Nichts,,,,,,,,,,
5217,Nichts,,,,,,,,,,
5218,Nichts,Nichts,,,,,,,,,
5219,Nichts,,,,,,,,,,
5220,Nichts,,,,,,,,,,
5221,Nichts,,,,,,,,,,
5222,Nichts,,,,,,,,,,
5223,Nichts,,,,,,,,,,
5224,Zuschussidee und Finanzierungshilfe,Sonstiges,,,,,,,,,
5225,Nichts,,,,,,,,,,
5226,Nichts,,,,,,,,,,
5227,Nichts,,,,,,,,,,
5228,Nichts,,,,,,,,,,
5229,Nichts,,,,,,,,,,
5230,Nichts,,,,,,,,,,
5231,Nichts,,,,,,,,,,
5232,Nichts,,,,,,,,,,
5233,Nichts,,,,,,,,,,
5234,Nichts,,,,,,,,,,
5235,Nichts,,,,,,,,,,
5236,Nichts,,,,,,,,,,
5237,Nichts,,,,,,,,,,
5238,Nichts,,,,,,,,,,
5239,Nichts,,,,,,,,,,
5240,Nichts,Nichts,,,,,,,,,
5241,Nichts,,,,,,,,,,
5242,Nichts,,,,,,,,,,
5243,Nichts,,,,,,,,,,
5244,Nichts,,,,,,,,,,
5245,Nichts,,,,,,,,,,
5246,Nichts,Nichts,,,,,,,,,
5247,Nichts,,,,,,,,,,
5248,Nichts,,,,,,,,,,
5249,Nichts,Aufwändige Beantragung,,,,,,,,,
5250,Nichts,,,,,,,,,,
5251,Nichts,,,,,,,,,,
5252,Nichts,,,,,,,,,,
5253,Nichts,,,,,,,,,,
5254,Nichts,,,,,,,,,,
5255,Nichts,Nichts,,,,,,,,,
5256,Nichts,,,,,,,,,,
5257,Nichts,,,,,,,,,,
5258,Nichts,,,,,,,,,,
5259,Nichts,Nichts,,,,,,,,,
5260,Nichts,,,,,,,,,,
5261,Nichts,,,,,,,,,,
5262,Nichts,,,,,,,,,,
5263,Nichts,,,,,,,,,,
5265,Nichts,,,,,,,,,,
5266,Nichts,,,,,,,,,,
5267,Nichts,,,,,,,,,,
5268,Nichts,,,,,,,,,,
5269,Nichts,Nichts,,,,,,,,,
5270,Nichts,,,,,,,,,,
5271,Nichts,,,,,,,,,,
5272,Nichts,,,,,,,,,,
5273,Nichts,,,,,,,,,,
5274,Nichts,,,,,,,,,,
5275,Nichts,,,,,,,,,,
5277,Nichts,,,,,,,,,,
5278,Nichts,Nichts,,,,,,,,,
5279,Nichts,,,,,,,,,,
5280,Nichts,,,,,,,,,,
5281,Nichts,unflexible Bedingungen,,,,,,,,,
5282,Nichts,,,,,,,,,,
5283,Nichts,,,,,,,,,,
5284,Nichts,,,,,,,,,,
5285,Nichts,Nichts,,,,,,,,,
5286,Nichts,,,,,,,,,,
5287,Nichts,Nichts,,,,,,,,,
5288,Nichts,,,,,,,,,,
5289,Nichts,Nichts,,,,,,,,,
5290,Nichts,,,,,,,,,,
5291,Nichts,,,,,,,,,,
5292,Nichts,,,,,,,,,,
5293,Nichts,Nichts,,,,,,,,,
5294,Nichts,,,,,,,,,,
5295,Nichts,,,,,,,,,,
5296,Flexibilität bei (Rück-)zahlung von Förderungen (Wohnbaukredite),unflexible Bedingungen,,,,,,,,,
5297,Nichts,,,,,,,,,,
5298,Nichts,Nichts,,,,,,,,,
5299,Nichts,Nichts,,,,,,,,,
5300,Nichts,,,,,,,,,,
5301,Nichts,Nichts,,,,,,,,,
5302,Nichts,,,,,,,,,,
5303,Nichts,,,,,,,,,,
5304,Nichts,,,,,,,,,,
5305,Nichts,,,,,,,,,,
5306,Nichts,,,,,,,,,,
5307,Nichts,Nichts,,,,,,,,,
5308,Nichts,,,,,,,,,,
5309,Nichts,Nichts,,,,,,,,,
5310,Nichts,Nichts,,,,,,,,,
5311,"Es gibt auch andere Förderungsstellen bNichts Banken mit besseren Konditionen, wenn es um Wohnungsbau geht,NichtsBNichts aber sonst natürlich schon, deswegen habe ich ja auch eine 8 vergeben",Der derzeit niedrige Zinssatz,,,,,,,,,
5312,Nichts,,,,,,,,,,
5313,Nichts,,,,,,,,,,
5314,Nichts,,,,,,,,,,
5315,Nichts,,,,,,,,,,
5316,Nichts,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
5317,Erreichbarkeit der ServNichts.. Bei KFW440,Erreichbarkeit des Angebots (Serverausfall),,,,,,,,,
5318,Nichts,,,,,,,,,,
5319,Nichts,,,,,,,,,,
5320,Nichts,,,,,,,,,,
5321,Nichts,,,,,,,,,,
5322,Zu Komplexe Antragsverfahren bei Hausbau/Renovierung,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
5323,Nichts,,,,,,,,,,
5324,Nichts,,,,,,,,,,
5325,Nichts,,,,,,,,,,
5326,Nichts,,,,,,,,,,
5327,Nichts,,,,,,,,,,
5328,Nichts,,,,,,,,,,
5329,Nichts,,,,,,,,,,
5330,Nichts,,,,,,,,,,
5331,Nichts,,,,,,,,,,
5332,Nichts,,,,,,,,,,
5333,Nichts,,,,,,,,,,
5334,Nichts,,,,,,,,,,
5335,Nichts,Nichts,,,,,,,,,
5336,Nichts,Nichts,,,,,,,,,
5337,Nichts,,,,,,,,,,
5338,Nichts,,,,,,,,,,
5339,Nichts,,,,,,,,,,
5340,Nichts,,,,,,,,,,
5341,Nichts,,,,,,,,,,
5342,Nichts,,,,,,,,,,
5343,Nichts,,,,,,,,,,
5344,Nichts,,,,,,,,,,
5345,Nichts,,,,,,,,,,
5346,Nichts,,,,,,,,,,
5347,Nichts,Nichts,,,,,,,,,
5348,Nichts,,,,,,,,,,
5349,Nichts,Nichts,,,,,,,,,
5350,Nichts,,,,,,,,,,
5351,Nichts,,,,,,,,,,
5352,Nichts,,,,,,,,,,
5353,Nichts,,,,,,,,,,
5354,Nichts,,,,,,,,,,
5355,Nichts,,,,,,,,,,
5356,Nichts,,,,,,,,,,
5357,Nichts,,,,,,,,,,
5358,Nichts,Nichts,,,,,,,,,
5359,Nichts,Nichts,,,,,,,,,
5360,Nichts,,,,,,,,,,
5361,Nichts,,,,,,,,,,
5362,Nichts,,,,,,,,,,
5363,Nichts,,,,,,,,,,
5364,"Ungenügendes Wissen, man kann nur empfehlen was man wirklich kenNichts",Sonstiges,,,,,,,,,
5365,Nichts,,,,,,,,,,
5366,Nichts,,,,,,,,,,
5367,Nichts,,,,,,,,,,
5368,Nichts,,,,,,,,,,
5369,Nichts,,,,,,,,,,
5370,Nichts,Nichts,,,,,,,,,
5371,Nichts,,,,,,,,,,
5372,Nichts,Nichts,,,,,,,,,
5373,Nichts,,,,,,,,,,
5374,Nichts,,,,,,,,,,
5375,Nichts,,,,,,,,,,
5376,Nichts,,,,,,,,,,
5377,Nichts,,,,,,,,,,
5378,"Manche Fördeprogramme sind zu bürokratisch, zu hoher Aufwand für wenig Nutzen",Aufwändige Beantragung,,,,,,,,,
5379,Nichts,,,,,,,,,,
5380,Nichts,,,,,,,,,,
5381,Förderbedingungen sind mitunter nur schwer verständlich,Aufwändige Beantragung,,,,,,,,,
5382,Nichts,,,,,,,,,,
5383,Nichts,Nichts,,,,,,,,,
5384,Nichts,,,,,,,,,,
5385,Nichts,,,,,,,,,,
5386,Nichts,,,,,,,,,,
5387,Nichts,,,,,,,,,,
5389,Nichts,,,,,,,,,,
5391,Nichts,Nichts,,,,,,,,,
5392,Nichts,,,,,,,,,,
5393,Nichts,,,,,,,,,,
5394,Nichts,,,,,,,,,,
5395,Nichts,Nichts,,,,,,,,,
5396,Die Schwierigkeiten in den ersten Tagen,Erreichbarkeit des Angebots (Serverausfall),,,,,,,,,
5397,Nichts,,,,,,,,,,
5398,Nichts,,,,,,,,,,
5399,Nichts,Nichts,,,,,,,,,
5400,Nichts,Nichts,,,,,,,,,
5401,Nichts,,,,,,,,,,
5403,Nichts,,,,,,,,,,
5404,Nichts,,,,,,,,,,
5405,Nichts,,,,,,,,,,
5406,Nichts,,,,,,,,,,
5407,Nichts,,,,,,,,,,
5408,Ich bin generell mit Empfehlungen vorsichtig,Sonstiges,,,,,,,,,
5409,Nichts,,,,,,,,,,
5410,Nichts,,,,,,,,,,
5412,Nichts,,,,,,,,,,
5413,Nichts,,,,,,,,,,
5414,Nichts,Nichts,,,,,,,,,
5415,Nichts,,,,,,,,,,
5416,Nichts,Nichts,,,,,,,,,
5417,Nichts,,,,,,,,,,
5418,Nichts,,,,,,,,,,
5420,Nichts,,,,,,,,,,
5421,Nichts,Nichts,,,,,,,,,
5422,Nichts,Nichts,,,,,,,,,
5423,Nichts,,,,,,,,,,
5424,Nichts,,,,,,,,,,
5425,Nichts,,,,,,,,,,
5426,Nichts,Nichts,,,,,,,,,
5427,Nichts,Nichts,,,,,,,,,
5428,Nichts,,,,,,,,,,
5429,Nichts,,,,,,,,,,
5430,Nichts,,,,,,,,,,
5431,Nichts,,,,,,,,,,
5432,Nichts,,,,,,,,,,
5433,KeiNichts Bisher keine negativen Erfahrungen gemacNichts,Nichts,,,,,,,,,
5434,Nichts,,,,,,,,,,
5435,Nichts,,,,,,,,,,
5436,Nichts,,,,,,,,,,
5438,Nichts,,,,,,,,,,
5439,Nichts,,,,,,,,,,
5440,Nichts,,,,,,,,,,
5441,Nichts,,,,,,,,,,
5442,Nichts,,,,,,,,,,
5443,Nichts,,,,,,,,,,
5444,Nichts,,,,,,,,,,
5445,Nichts,,,,,,,,,,
5446,Nichts,Nichts,,,,,,,,,
5447,Nichts,,,,,,,,,,
5448,Nichts,Nichts,,,,,,,,,
5449,Nichts,,,,,,,,,,
5450,Nichts,,,,,,,,,,
5451,Nichts,,,,,,,,,,
5452,Nichts,,,,,,,,,,
5453,Nichts,,,,,,,,,,
5454,Nichts,Nichts,,,,,,,,,
5455,Nichts,,,,,,,,,,
5456,Nichts,,,,,,,,,,
5457,Nichts,,,,,,,,,,
5458,Nichts,,,,,,,,,,
5459,Nichts,Nichts,,,,,,,,,
5460,Nichts,,,,,,,,,,
5461,Nichts,,,,,,,,,,
5462,Nichts,,,,,,,,,,
5463,Nichts,,,,,,,,,,
5464,Nichts,,,,,,,,,,
5465,Nichts,Nichts,,,,,,,,,
5466,Nichts,,,,,,,,,,
5467,"Gute Einrichtung, Empfehlung ist sicher!",Nichts,,,,,,,,,
5468,Nichts,,,,,,,,,,
5469,Nichts,,,,,,,,,,
5470,Nichts,,,,,,,,,,
5471,Nichts,,,,,,,,,,
5472,Nichts,Nichts,,,,,,,,,
5473,Nichts,,,,,,,,,,
5475,Nichts,Nichts,,,,,,,,,
5476,überhöhte Anforderungen an den Zuschuss gebunden,Aufwändige Beantragung,,,,,,,,,
5477,Nichts,,,,,,,,,,
5478,Nichts,,,,,,,,,,
5479,Nichts,,,,,,,,,,
5480,Nichts,,,,,,,,,,
5482,Nichts,Nichts,,,,,,,,,
5483,Nichts,,,,,,,,,,
5484,Nichts,,,,,,,,,,
5485,Die Förderung wird durch überhöhte Preise der Anbieter fast uninteressaNichts,Kosten-/Nutzenverhältnis,,,,,,,,,
5486,Nichts,Nichts,,,,,,,,,
5487,Förderbedingungen und Auflagen sind hin und wieder zu viel des Guten,Aufwändige Beantragung,,,,,,,,,
5488,Nichts,,,,,,,,,,
5489,Nichts,,,,,,,,,,
5490,es besteht kein Bedarf,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
5491,Nichts,,,,,,,,,,
5492,Nichts,,,,,,,,,,
5493,Nichts,,,,,,,,,,
5494,Nichts,,,,,,,,,,
5495,Nichts,,,,,,,,,,
5496,Nichts,,,,,,,,,,
5497,Nichts,,,,,,,,,,
5498,Nichts,,,,,,,,,,
5499,Einmal genutzt und keine registrierung möglich,Erreichbarkeit des Angebots (Serverausfall),,,,,,,,,
5500,Nichts,,,,,,,,,,
5501,Andere Förderprogramme (NRWNichtsFörderunNichts,Sonstiges,,,,,,,,,
5502,Nichts,,,,,,,,,,
5503,Nichts,,,,,,,,,,
5504,Nichts,,,,,,,,,,
5506,Nichts,,,,,,,,,,
5508,Nichts,,,,,,,,,,
5509,Nichts,Nichts,,,,,,,,,
5510,Nichts,,,,,,,,,,
5511,Nichts,,,,,,,,,,
5512,Nichts,,,,,,,,,,
5513,Nichts,,,,,,,,,,
5514,Nichts,,,,,,,,,,
5515,Nichts,,,,,,,,,,
5516,Nichts,,,,,,,,,,
5517,Nichts,unflexible Bedingungen,,,,,,,,,
5518,Nichts,Nichts,,,,,,,,,
5519,Nichts,,,,,,,,,,
5520,Nichts,,,,,,,,,,
5521,Nichts,,,,,,,,,,
5522,Nichts,,,,,,,,,,
5523,Nichts,,,,,,,,,,
5524,Nichts,,,,,,,,,,
5525,Nichts,Nichts,,,,,,,,,
5526,Nichts,,,,,,,,,,
5527,Nichts,,,,,,,,,,
5528,Nichts,,,,,,,,,,
5529,Nichts,Aufwändige Beantragung,,,,,,,,,
5530,Nichts,,,,,,,,,,
5531,Nichts,Nichts,,,,,,,,,
5532,Teilweise unverständliche Prozese,Aufwändige Beantragung,,,,,,,,,
5533,Nichts,Nichts,,,,,,,,,
5534,Nichts,,,,,,,,,,
5535,Nichts,,,,,,,,,,
5536,Nichts,Nichts,,,,,,,,,
5537,Siehe vorne,,,,,,,,,,
5538,Nichts,Nichts,,,,,,,,,
5540,Nichts,,,,,,,,,,
5541,Nichts,,,,,,,,,,
5542,Nichts,,,,,,,,,,
5543,Nichts,,,,,,,,,,
5544,Nichts,,,,,,,,,,
5546,Nichts,,,,,,,,,,
5547,Nichts,,,,,,,,,,
5548,Nichts,,,,,,,,,,
5549,Nichts,Nichts,,,,,,,,,
5550,Nichts,Nichts,,,,,,,,,
5551,Nichts,,,,,,,,,,
5552,Nichts,,,,,,,,,,
5553,Nichts,,,,,,,,,,
5554,Nichts,,,,,,,,,,
5555,Nichts,,,,,,,,,,
5556,Nichts,,,,,,,,,,
5557,Nichts,,,,,,,,,,
5558,Nichts,Nichts,,,,,,,,,
5559,Nichts,Nichts,,,,,,,,,
5560,Nichts,,,,,,,,,,
5561,Nichts,,,,,,,,,,
5562,Die unzureichende Fehlertoleranz,Unklare Entscheidungsverfahren,,,,,,,,,
5563,Nichts,,,,,,,,,,
5564,Nichts,,,,,,,,,,
5565,Nichts,,,,,,,,,,
5566,Nichts,,,,,,,,,,
5567,Nichts,,,,,,,,,,
5568,Nichts,,,,,,,,,,
5569,Nichts,Nichts,,,,,,,,,
5570,Nichts,,,,,,,,,,
5571,Nichts,,,,,,,,,,
5572,Nichts,,,,,,,,,,
5573,Nichts,,,,,,,,,,
5574,Nichts,,,,,,,,,,
5575,Nichts,,,,,,,,,,
5576,Nichts,Nichts,,,,,,,,,
5577,Nichts,,,,,,,,,,
5578,Nichts,,,,,,,,,,
5579,Nichts,Nichts,,,,,,,,,
5580,Nichts,,,,,,,,,,
5581,Nichts,,,,,,,,,,
5582,Nichts,,,,,,,,,,
5583,Nichts,,,,,,,,,,
5584,Nichts,,,,,,,,,,
5585,Nichts,,,,,,,,,,
5586,Nichts,,,,,,,,,,
5588,Komplexität einzelner Programme,Aufwändige Beantragung,,,,,,,,,
5589,Nichts,,,,,,,,,,
5590,Nichts,,,,,,,,,,
5591,Nichts,,,,,,,,,,
5592,Nichts,,,,,,,,,,
5593,Nichts,,,,,,,,,,
5594,Nichts,,,,,,,,,,
5595,Nichts,,,,,,,,,,
5596,Nichts,,,,,,,,,,
5597,Fördergründe,Sonstiges,,,,,,,,,
5598,Nichts,,,,,,,,,,
5599,Nichts,,,,,,,,,,
5600,Nichts,Aufwändige Beantragung,,,,,,,,,
5601,Nichts,,,,,,,,,,
5602,Nichts,,,,,,,,,,
5603,Nichts,,,,,,,,,,
5604,Nichts,,,,,,,,,,
5605,Nichts,,,,,,,,,,
5606,Bessere Anbindung ans Internet,Erreichbarkeit des Angebots (Serverausfall),,,,,,,,,
5607,Nichts,,,,,,,,,,
5608,Nichts,,,,,,,,,,
5609,Nichts,,,,,,,,,,
5610,Nichts,,,,,,,,,,
5611,Nichts,,,,,,,,,,
5612,Nichts,,,,,,,,,,
5613,Die passende Gelegenheit / Produkt muß gegeben seNichts,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
5614,Nichts,,,,,,,,,,
5615,Nichts,,,,,,,,,,
5616,Nichts,,,,,,,,,,
5617,Nichts,Nichts,,,,,,,,,
5618,Nichts,Nichts,,,,,,,,,
5619,Nichts,Nichts,,,,,,,,,
5620,Nichts,Nichts,,,,,,,,,
5621,Nichts,Nichts,,,,,,,,,
5622,Nichts,,,,,,,,,,
5623,Nichts,Nichts,,,,,,,,,
5624,Nichts,,,,,,,,,,
5625,Nichts,,,,,,,,,,
5626,Nichts,,,,,,,,,,
5627,Nichts,Nichts,,,,,,,,,
5628,Nichts,,,,,,,,,,
5629,Nichts,,,,,,,,,,
5630,Nichts,,,,,,,,,,
5631,Nichts,,,,,,,,,,
5632,Nichts,,,,,,,,,,
5633,Nichts,,,,,,,,,,
5634,Nichts,,,,,,,,,,
5636,Nichts,,,,,,,,,,
5637,Hoher AntragsaufwaNichts,Aufwändige Beantragung,,,,,,,,,
5638,Nichts,,,,,,,,,,
5639,Nichts,,,,,,,,,,
5640,Nichts,,,,,,,,,,
5641,"Antragsverfahren allgemein, keine Person als Ansprechpartner",Aufwändige Beantragung,mangelhafter Support,,,,,,,,
5642,Nichts,,,,,,,,,,
5643,Nichts,,,,,,,,,,
5644,Nichts,,,,,,,,,,
5645,Nichts,Nichts,,,,,,,,,
5646,Nichts,,,,,,,,,,
5647,Nichts,Nichts,,,,,,,,,
5648,Alles bestens,Nichts,,,,,,,,,
5649,Nichts,,,,,,,,,,
5650,Nichts,,,,,,,,,,
5651,Nichts,,,,,,,,,,
5652,Nichts,,,,,,,,,,
5653,Nichts,,,,,,,,,,
5654,Nichts,Nichts,,,,,,,,,
5655,Nichts,Nichts,,,,,,,,,
5656,Nichts,Nichts,,,,,,,,,
5657,Nichts,,,,,,,,,,
5658,Nichts,,,,,,,,,,
5659,Eigentlich keiNichts..,Nichts,,,,,,,,,
5660,Nichts,,,,,,,,,,
5661,Nichts,,,,,,,,,,
5662,Nichts,,,,,,,,,,
5663,Nichts,,,,,,,,,,
5664,Nichts,,,,,,,,,,
5665,Nichts,,,,,,,,,,
5666,Nichts,Nichts,,,,,,,,,
5667,Nichts,Nichts,,,,,,,,,
5668,Nichts,,,,,,,,,,
5669,Nichts,,,,,,,,,,
5670,Nichts,,,,,,,,,,
5671,Nichts,,,,,,,,,,
5672,Nichts,,,,,,,,,,
5673,Nichts,,,,,,,,,,
5674,"Die Bearbeitung, Beantragung ist eine Zumutung für einen durchschnittlichen Bürger",Aufwändige Beantragung,,,,,,,,,
5675,Nichts,,,,,,,,,,
5676,Nichts,,,,,,,,,,
5677,Nichts,,,,,,,,,,
5678,Nichts,,,,,,,,,,
5679,Nichts,,,,,,,,,,
5680,Nichts,,,,,,,,,,
5681,Nichts,,,,,,,,,,
5682,Nichts,Nichts,,,,,,,,,
5683,Nichts,,,,,,,,,,
5684,Nichts,,,,,,,,,,
5685,Nichts,,,,,,,,,,
5686,Nichts,,,,,,,,,,
5687,Nichts,,,,,,,,,,
5688,Nichts,,,,,,,,,,
5689,Nichts,,,,,,,,,,
5690,Nichts,,,,,,,,,,
5691,Nichts,,,,,,,,,,
5692,Nichts,,,,,,,,,,
5693,Nichts,,,,,,,,,,
5694,Nichts,,,,,,,,,,
5695,Nichts,Nichts,,,,,,,,,
5696,Nichts,,,,,,,,,,
5697,Nichts,,,,,,,,,,
5698,Nichts,,,,,,,,,,
5699,Nichts,Nichts,,,,,,,,,
5700,Nichts,,,,,,,,,,
5701,Nichts,,,,,,,,,,
5702,Nichts,,,,,,,,,,
5704,Nichts,,,,,,,,,,
5705,Nichts,,,,,,,,,,
5706,Problematik bei der Beantragung Nichts überlasteter ServNichts Fehlermeldung war kryptisNichts,Erreichbarkeit des Angebots (Serverausfall),,,,,,,,,
5707,Nichts,,,,,,,,,,
5708,Nichts,,,,,,,,,,
5709,Nichts,,,,,,,,,,
5710,Nichts,,,,,,,,,,
5711,Je nach Förderprogramm komplizierter Antragsverfahren über die HausbaNichts Keine transparenten Prüfverfahren der Anträge,Aufwändige Beantragung,Abhängigkeit von der Bank,Unklare Entscheidungsverfahren,,,,,,,
5712,Nichts,,,,,,,,,,
5713,Nichts,Nichts,,,,,,,,,
5714,Nichts,Nichts,,,,,,,,,
5715,Nichts,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
5717,Nichts,Nichts,,,,,,,,,
5718,Nichts,,,,,,,,,,
5719,Nichts,,,,,,,,,,
5720,Nichts,,,,,,,,,,
5721,Nichts,,,,,,,,,,
5722,Nichts,Nichts,,,,,,,,,
